word	pos	votes	roles
bypass	v	1	wordlist-2
cab	n	1	wordlist-2
cabinet	n	2	wordlist-1,wordlist-2
cable	n	2	wordlist-1,wordlist-3
cafeteria	n	1	wordlist-3
café	n	1	wordlist-3
cage	n	1	wordlist-1
cage	v	1	wordlist-1
calculate	v	3	wordlist-1,wordlist-2,wordlist-3
calculation	n	1	wordlist-2
calf	n	2	wordlist-2,wordlist-3
call	v	1	wordlist-3
call back	phrv	1	wordlist-3
call off	phrv	2	wordlist-1,wordlist-3
call up	phrv	1	wordlist-3
calm	adj	1	wordlist-1
calm	n	1	wordlist-1
calm	v	1	wordlist-1
calm down	phrv	3	wordlist-1,wordlist-2,wordlist-3
calorie	n	2	wordlist-1,wordlist-2
cameo	n	1	wordlist-2
camera	n	1	wordlist-3
camisole	n	1	wordlist-3
campaign	n	2	wordlist-1,wordlist-2
campaign	v	2	wordlist-1,wordlist-2
camping	n	1	wordlist-2
campsite	n	1	wordlist-1
campus	n	1	wordlist-2
can	modal	1	wordlist-3
can	n	1	wordlist-1
canal	n	2	wordlist-2,wordlist-3
cancel	v	1	wordlist-1
cancelled	adj	1	wordlist-1
candid	adj	1	wordlist-2
candidate	n	2	wordlist-1,wordlist-2
canopy	n	1	wordlist-2
canteen	n	1	wordlist-2
canvas	n	1	wordlist-2
canvass	v	1	wordlist-2
canyon	n	2	wordlist-2,wordlist-3
cap	n	1	wordlist-2
capable	adj	1	wordlist-1
capacity	n	2	wordlist-2,wordlist-3
cape	n	1	wordlist-3
capsule	n	2	wordlist-2,wordlist-3
capture	n	1	wordlist-1
capture	v	1	wordlist-1
car park	n	2	wordlist-1,wordlist-3
caravan	n	1	wordlist-2
carbohydrate	n	2	wordlist-1,wordlist-2
carbon	n	1	wordlist-3
carcass	n	1	wordlist-2
card	n	1	wordlist-3
cardigan	n	2	wordlist-2,wordlist-3
cardiology	n	1	wordlist-3
care about	phrv	1	wordlist-1
care for	phrv	1	wordlist-1
career	n	1	wordlist-1
careful	adj	1	wordlist-1
carefully	adv	1	wordlist-1
careless	adj	2	wordlist-1,wordlist-2
caress	n	1	wordlist-2
caress	v	1	wordlist-2
cargo	n	1	wordlist-2
carnivore	n	1	wordlist-2
carpet	n	2	wordlist-1,wordlist-2
carriage	n	2	wordlist-1,wordlist-2
carry	v	2	wordlist-1,wordlist-3
carry on	phrv	2	wordlist-1,wordlist-3
carry out	phrv	3	wordlist-1,wordlist-2,wordlist-3
carry-on	n	1	wordlist-1
cartilage	n	1	wordlist-3
cartoon	n	1	wordlist-3
carve	v	1	wordlist-2
case	n	1	wordlist-1
cash	n	1	wordlist-1
cash	v	1	wordlist-1
cashier	n	1	wordlist-1
casino	n	1	wordlist-2
casserole	n	2	wordlist-2,wordlist-3
cast	n	2	wordlist-2,wordlist-3
cast	v	1	wordlist-2
casual	adj	2	wordlist-1,wordlist-2
casualty	n	1	wordlist-2
catalog	n	1	wordlist-2
categorize	v	2	wordlist-2,wordlist-3
category	n	2	wordlist-1,wordlist-2
cater	v	2	wordlist-2,wordlist-3
catering	n	1	wordlist-2
caterpillar	n	1	wordlist-2
cathedral	n	1	wordlist-2
catheter	n	1	wordlist-3
cattle	n	3	wordlist-1,wordlist-2,wordlist-3
cause	n	1	wordlist-1
cause	v	1	wordlist-1
cautious	adj	1	wordlist-2
cautiously	adv	1	wordlist-2
cave	n	3	wordlist-1,wordlist-2,wordlist-3
cc	abbr	1	wordlist-1
ceasefire	n	2	wordlist-1,wordlist-2
ceaseless	adj	1	wordlist-2
ceiling	n	1	wordlist-1
celebrate	v	1	wordlist-1
celebration	n	1	wordlist-1
celestial	adj	1	wordlist-3
cell	n	1	wordlist-3
cellar	n	1	wordlist-2
cement	n	1	wordlist-1
cemetery	n	2	wordlist-1,wordlist-2
centenarian	n	1	wordlist-2
centi-	comb	1	wordlist-3
central	adj	2	wordlist-1,wordlist-3
centrally	adv	1	wordlist-3
century	n	1	wordlist-2
ceo	abbr	2	wordlist-2,wordlist-3
ceramic	adj	1	wordlist-2
ceramic	n	1	wordlist-2
ceramics	n	1	wordlist-2
cereal	n	2	wordlist-1,wordlist-2
ceremony	n	2	wordlist-1,wordlist-2
certain	adj	1	wordlist-1
certainly	adv	2	wordlist-1,wordlist-3
certainty	n	1	wordlist-3
certificate	n	1	wordlist-1
cfo	abbr	1	wordlist-2
challenge	n	1	wordlist-1
challenge	v	1	wordlist-1
challenging	adj	2	wordlist-2,wordlist-3
champion	n	1	wordlist-3
championship	n	2	wordlist-2,wordlist-3
chandelier	n	1	wordlist-2
change	v	1	wordlist-1
change into	phrv	1	wordlist-1
change one's mind	phrv	1	wordlist-1
channel	n	1	wordlist-3
chapel	n	1	wordlist-2
chapter	n	2	wordlist-1,wordlist-2
character	n	1	wordlist-1
characteristic	n	1	wordlist-1
characterize	v	1	wordlist-3
charcoal	n	1	wordlist-2
charge	n	1	wordlist-1
charge	v	1	wordlist-1
charger	n	2	wordlist-1,wordlist-3
charismatic	adj	1	wordlist-2
charitable	adj	1	wordlist-1
charity	n	2	wordlist-1,wordlist-2
charity shop	n	1	wordlist-3
charter	n	1	wordlist-2
charter	v	1	wordlist-2
chat	n	1	wordlist-3
chat	v	1	wordlist-3
cheap	adj	1	wordlist-1
check	v	1	wordlist-1
check in	phrv	2	wordlist-1,wordlist-3
check out	phrv	2	wordlist-1,wordlist-3
checked	adj	2	wordlist-1,wordlist-2
checkmate	n	1	wordlist-2
checkout	n	1	wordlist-1
checkpoint	n	2	wordlist-1,wordlist-2
checkup	n	2	wordlist-1,wordlist-3
cheer up	phrv	3	wordlist-1,wordlist-2,wordlist-3
cheerful	adj	2	wordlist-1,wordlist-2
cheers	interj	2	wordlist-2,wordlist-3
chef	n	1	wordlist-3
chemical	n	1	wordlist-1
chemist	n	1	wordlist-3
cherish	v	1	wordlist-2
chess	n	1	wordlist-3
chest	n	1	wordlist-1
chew	v	2	wordlist-1,wordlist-2
chewy	adj	1	wordlist-3
chic	adj	1	wordlist-2
chick	n	1	wordlist-3
chicken	n	1	wordlist-3
childhood	n	1	wordlist-1
childish	adj	1	wordlist-1
chill	n	1	wordlist-2
chilly	adj	1	wordlist-2
chime	n	1	wordlist-2
chime	v	1	wordlist-2
chimney	n	2	wordlist-1,wordlist-2
chinos	n	1	wordlist-3
chip	n	1	wordlist-3
choice	n	1	wordlist-1
choir	n	1	wordlist-2
choke	v	1	wordlist-2
choose	v	1	wordlist-1
chop	n	1	wordlist-2
chop	v	3	wordlist-1,wordlist-2,wordlist-3
chopping board	n	1	wordlist-1
chore	n	1	wordlist-2
choreographer	n	1	wordlist-2
choreography	n	1	wordlist-2
chores	n	1	wordlist-1
chronic	adj	3	wordlist-1,wordlist-2,wordlist-3
chronological	adj	1	wordlist-2
chronology	n	1	wordlist-2
chubby	adj	1	wordlist-2
chunk	n	1	wordlist-3
chunky	adj	1	wordlist-3
cinema	n	2	wordlist-1,wordlist-3
cinematography	n	1	wordlist-2
cinnamon	n	1	wordlist-3
circle	n	1	wordlist-2
circuit	n	2	wordlist-2,wordlist-3
circular	adj	1	wordlist-2
circumstance	n	2	wordlist-1,wordlist-2
circus	n	1	wordlist-2
citation	n	2	wordlist-1,wordlist-2
cite	v	2	wordlist-1,wordlist-2
citizen	n	2	wordlist-1,wordlist-2
citizenship	n	1	wordlist-2
citrus	n	1	wordlist-3
civic	adj	2	wordlist-2,wordlist-3
civic centre	n	1	wordlist-3
civil	adj	2	wordlist-1,wordlist-2
civilian	adj	1	wordlist-2
civilian	n	1	wordlist-2
claim	n	1	wordlist-1
claim	v	1	wordlist-1
clam	n	1	wordlist-3
clamp	n	1	wordlist-2
clamp	v	1	wordlist-2
clang	n	1	wordlist-2
clang	v	1	wordlist-2
clarification	n	1	wordlist-2
clarify	v	3	wordlist-1,wordlist-2,wordlist-3
clarity	n	1	wordlist-3
clasp	n	1	wordlist-2
clasp	v	1	wordlist-2
classical	adj	1	wordlist-3
classification	n	2	wordlist-1,wordlist-2
classify	v	3	wordlist-1,wordlist-2,wordlist-3
clause	n	1	wordlist-2
claw	n	2	wordlist-2,wordlist-3
clay	n	1	wordlist-1
clean up	phrv	2	wordlist-1,wordlist-3
cleanse	v	1	wordlist-1
cleanser	n	1	wordlist-1
clear	adj	1	wordlist-1
clear	v	2	wordlist-1,wordlist-3
clear out	phrv	1	wordlist-1
clear up	phrv	2	wordlist-1,wordlist-2
clearly	adv	2	wordlist-1,wordlist-3
clergyman	n	1	wordlist-2
clerk	n	1	wordlist-2
clever	adj	1	wordlist-1
click	n	1	wordlist-3
click	v	1	wordlist-3
client	n	1	wordlist-1
clientele	n	1	wordlist-2
cliff	n	3	wordlist-1,wordlist-2,wordlist-3
climate	n	3	wordlist-1,wordlist-2,wordlist-3
climate change	phr	1	wordlist-1
climax	n	1	wordlist-2
climb	v	1	wordlist-1
clinic	n	3	wordlist-1,wordlist-2,wordlist-3
clinical	adj	1	wordlist-3
clip	n	1	wordlist-1
clipper	n	1	wordlist-2
clique	n	1	wordlist-2
clog	v	1	wordlist-2
close	adj	1	wordlist-1
closely	adv	1	wordlist-1
cloth	n	1	wordlist-1
clothesline	n	1	wordlist-2
clothespin	n	1	wordlist-2
clothing	n	1	wordlist-1
cloud	n	2	wordlist-1,wordlist-3
cloud over	phrv	2	wordlist-1,wordlist-2
cloudy	adj	1	wordlist-1
club	n	1	wordlist-3
clue	n	1	wordlist-3
clueless	adj	1	wordlist-2
clumsy	adj	1	wordlist-2
clutch	n	2	wordlist-2,wordlist-3
clutch	v	2	wordlist-1,wordlist-2
clutter	n	1	wordlist-2
clutter	v	1	wordlist-2
cluttered	adj	1	wordlist-1
co-	prefix	3	wordlist-1,wordlist-2,wordlist-3
co.	abbr	1	wordlist-1
coach	n	2	wordlist-1,wordlist-3
coach	v	1	wordlist-3
coal	n	1	wordlist-1
coalition	n	2	wordlist-1,wordlist-2
coarse	adj	1	wordlist-2
coast	n	2	wordlist-1,wordlist-3
coastal	adj	3	wordlist-1,wordlist-2,wordlist-3
coastline	n	1	wordlist-2
coat	v	1	wordlist-1
cockpit	n	1	wordlist-2
cocoa	n	1	wordlist-3
cocoon	n	1	wordlist-2
cod	n	1	wordlist-3
code	n	2	wordlist-1,wordlist-3
code	v	2	wordlist-1,wordlist-3
coding	n	1	wordlist-1
cognition	n	2	wordlist-2,wordlist-3
cognitive	adj	3	wordlist-1,wordlist-2,wordlist-3
coherent	adj	1	wordlist-2
coincidentally	adv	1	wordlist-2
colander	n	1	wordlist-2
collapse	n	1	wordlist-1
collapse	v	1	wordlist-1
collar	n	3	wordlist-1,wordlist-2,wordlist-3
collateral	n	1	wordlist-2
colleague	n	2	wordlist-1,wordlist-2
collect	v	1	wordlist-1
collide	v	1	wordlist-2
collision	n	2	wordlist-1,wordlist-2
cologne	n	1	wordlist-2
colon	n	1	wordlist-2
colossal	adj	1	wordlist-2
colourful	adj	1	wordlist-1
columnist	n	1	wordlist-2
coma	n	1	wordlist-2
comb	v	1	wordlist-2
combat	n	1	wordlist-2
combat	v	1	wordlist-2
combustible	adj	1	wordlist-2
come	v	2	wordlist-2,wordlist-3
come across	phrv	3	wordlist-1,wordlist-2,wordlist-3
come along	phrv	1	wordlist-3
come back	phrv	1	wordlist-3
come down with	phrv	1	wordlist-2
come in	phrv	2	wordlist-1,wordlist-3
come out	phrv	2	wordlist-1,wordlist-3
come to mind	phrv	1	wordlist-1
come up	phrv	1	wordlist-3
come up with	phrv	1	wordlist-3
comedian	n	1	wordlist-2
comedy	n	1	wordlist-3
comet	n	1	wordlist-3
comfort	v	2	wordlist-1,wordlist-2
comfortable	adj	1	wordlist-1
comforter	n	1	wordlist-2
comic	adj	1	wordlist-3
comma	n	1	wordlist-2
comment	n	1	wordlist-1
comment	v	1	wordlist-1
commercial	adj	3	wordlist-1,wordlist-2,wordlist-3
commercialize	v	1	wordlist-2
commission	n	2	wordlist-1,wordlist-2
commodity	n	1	wordlist-2
common	adj	2	wordlist-1,wordlist-3
commonly	adv	1	wordlist-3
communicate	v	1	wordlist-1
communication	n	1	wordlist-1
community	n	1	wordlist-1
commute	n	2	wordlist-1,wordlist-2
commute	v	2	wordlist-1,wordlist-2
commuter	n	2	wordlist-1,wordlist-2
compact	adj	3	wordlist-1,wordlist-2,wordlist-3
compact	v	1	wordlist-2
companion	n	1	wordlist-2
companionship	n	1	wordlist-2
compare	v	2	wordlist-1,wordlist-3
comparison	n	1	wordlist-1
compartment	n	1	wordlist-2
compassion	n	1	wordlist-2
compassionate	adj	1	wordlist-2
compatible	adj	2	wordlist-1,wordlist-3
compatriot	n	1	wordlist-2
compete	v	1	wordlist-1
competence	n	2	wordlist-1,wordlist-2
competent	adj	1	wordlist-2
competition	n	2	wordlist-1,wordlist-3
competitive	adj	1	wordlist-1
competitor	n	1	wordlist-1
compilation	n	1	wordlist-2
compile	v	1	wordlist-2
complain	v	1	wordlist-1
complete	adj	1	wordlist-1
completely	adv	2	wordlist-1,wordlist-3
complex	adj	3	wordlist-1,wordlist-2,wordlist-3
complex	n	1	wordlist-2
complexion	n	2	wordlist-1,wordlist-2
complexly	adv	1	wordlist-3
complicate	v	1	wordlist-2
complicated	adj	1	wordlist-2
complication	n	1	wordlist-2
compliments	n	1	wordlist-2
component	n	1	wordlist-2
compose	v	1	wordlist-2
composed	adj	1	wordlist-2
composer	n	1	wordlist-2
compost	n	3	wordlist-1,wordlist-2,wordlist-3
compost	v	2	wordlist-1,wordlist-2
compound	n	1	wordlist-2
comprehend	v	3	wordlist-1,wordlist-2,wordlist-3
comprehension	n	1	wordlist-2
compress	v	2	wordlist-2,wordlist-3
compression	n	1	wordlist-2
comprise	v	1	wordlist-3
compromise	n	1	wordlist-1
compromise	v	1	wordlist-1
compulsory	adj	1	wordlist-1
compute	v	1	wordlist-3
concealer	n	1	wordlist-2
conceited	adj	1	wordlist-2
conceive	v	2	wordlist-2,wordlist-3
concentrate	v	1	wordlist-1
concept	n	3	wordlist-1,wordlist-2,wordlist-3
conception	n	1	wordlist-2
conceptual	adj	1	wordlist-2
concern	n	1	wordlist-1
concern	v	2	wordlist-1,wordlist-3
concerned	adj	1	wordlist-1
concerning	prep	3	wordlist-1,wordlist-2,wordlist-3
concert	n	1	wordlist-3
concise	adj	1	wordlist-2
conclude	v	3	wordlist-1,wordlist-2,wordlist-3
conclusion	n	2	wordlist-1,wordlist-2
conclusion	v	1	wordlist-1
conclusive	adj	1	wordlist-1
concrete	n	1	wordlist-1
concussion	n	1	wordlist-3
condensation	n	1	wordlist-2
condense	v	3	wordlist-1,wordlist-2,wordlist-3
condiment	n	2	wordlist-2,wordlist-3
condition	n	1	wordlist-1
condition	v	2	wordlist-1,wordlist-2
conditioner	n	2	wordlist-1,wordlist-2
condolences	n	1	wordlist-3
conduct	v	2	wordlist-1,wordlist-2
conductivity	n	1	wordlist-2
conductor	n	1	wordlist-2
confidant	n	1	wordlist-2
confide	v	1	wordlist-2
confidence	n	1	wordlist-1
confident	adj	2	wordlist-1,wordlist-2
confidential	adj	1	wordlist-1
confirm	v	1	wordlist-1
conflict	n	2	wordlist-1,wordlist-2
conflict	v	1	wordlist-1
confused	adj	1	wordlist-1
confusion	n	2	wordlist-1,wordlist-3
congested	adj	1	wordlist-2
congestion	n	2	wordlist-1,wordlist-2
conglomerate	n	1	wordlist-2
congratulate	v	1	wordlist-1
congratulations	interj	2	wordlist-2,wordlist-3
congratulations	n	1	wordlist-2
conifer	n	1	wordlist-2
connect	v	2	wordlist-1,wordlist-3
connection	n	1	wordlist-1
conscience	n	2	wordlist-2,wordlist-3
conscientious	adj	1	wordlist-2
conscious	adj	2	wordlist-1,wordlist-3
consciousness	n	1	wordlist-3
consecutive	adj	1	wordlist-2
consensus	n	1	wordlist-2
consequence	n	2	wordlist-1,wordlist-2
consequently	adv	1	wordlist-2
conservation	n	2	wordlist-1,wordlist-3
conservative	adj	2	wordlist-1,wordlist-2
conserve	v	1	wordlist-1
consider	v	1	wordlist-1
considerable	adj	3	wordlist-1,wordlist-2,wordlist-3
considerably	adv	3	wordlist-1,wordlist-2,wordlist-3
considerate	adj	1	wordlist-2
consideration	n	1	wordlist-1
considering	conj	1	wordlist-2
considering	prep	2	wordlist-2,wordlist-3
consist	v	1	wordlist-1
consistent	adj	1	wordlist-1
consistently	adv	1	wordlist-2
console	v	1	wordlist-2
constant	adj	2	wordlist-1,wordlist-2
constantly	adv	3	wordlist-1,wordlist-2,wordlist-3
constellation	n	1	wordlist-3
constipation	n	1	wordlist-1
constitute	v	2	wordlist-2,wordlist-3
constitution	n	2	wordlist-1,wordlist-2
constitutional	adj	1	wordlist-2
construct	v	3	wordlist-1,wordlist-2,wordlist-3
construction	n	1	wordlist-1
construe	v	1	wordlist-3
consult	v	1	wordlist-1
consultant	n	1	wordlist-2
consume	v	1	wordlist-1
consumer	adj	1	wordlist-1
consumer	n	1	wordlist-1
consumerism	n	1	wordlist-2
contact	v	1	wordlist-3
contagious	adj	3	wordlist-1,wordlist-2,wordlist-3
contain	v	1	wordlist-1
container	n	1	wordlist-1
contaminate	v	1	wordlist-3
contemplate	v	1	wordlist-3
contemporarily	adv	1	wordlist-3
contemporary	adj	3	wordlist-1,wordlist-2,wordlist-3
contempt	n	1	wordlist-2
content	adj	1	wordlist-1
content	n	1	wordlist-1
contest	n	1	wordlist-3
context	n	2	wordlist-1,wordlist-2
contextual	adj	1	wordlist-2
continent	n	1	wordlist-1
contingency	n	1	wordlist-2
continual	adj	1	wordlist-2
continually	adv	1	wordlist-2
continue	v	1	wordlist-3
continuity	n	1	wordlist-2
continuous	adj	1	wordlist-2
continuously	adv	1	wordlist-2
contract	n	1	wordlist-1
contract	v	1	wordlist-1
contraction	n	1	wordlist-3
contrast	n	1	wordlist-1
contrast	v	2	wordlist-1,wordlist-3
contribute	v	2	wordlist-1,wordlist-2
contribution	n	1	wordlist-2
control	n	1	wordlist-1
control	v	1	wordlist-1
controversial	adj	1	wordlist-2
controversy	n	1	wordlist-2
convenient	adj	1	wordlist-1
conventional	adj	2	wordlist-2,wordlist-3
conventionally	adv	2	wordlist-2,wordlist-3
converge	v	1	wordlist-2
conversation	n	1	wordlist-1
conversion	n	1	wordlist-2
convert	v	1	wordlist-2
convey	v	2	wordlist-2,wordlist-3
convict	v	2	wordlist-1,wordlist-2
conviction	n	3	wordlist-1,wordlist-2,wordlist-3
convince	v	2	wordlist-1,wordlist-3
convinced	adj	1	wordlist-1
convincing	adj	2	wordlist-1,wordlist-2
convulsion	n	1	wordlist-2
cook	v	1	wordlist-1
cookbook	n	1	wordlist-3
cookware	n	1	wordlist-3
cool	adj	1	wordlist-1
cool	v	1	wordlist-1
cool down	phrv	2	wordlist-1,wordlist-2
cooperative	adj	1	wordlist-2
coordinate	v	1	wordlist-1
cope	v	1	wordlist-2
copy	n	2	wordlist-1,wordlist-3
copy	v	2	wordlist-1,wordlist-3
copyright	n	1	wordlist-2
coral	n	1	wordlist-3
cord	n	1	wordlist-1
corduroy	n	1	wordlist-3
corn	n	1	wordlist-3
corner	n	1	wordlist-1
corp.	abbr	1	wordlist-1
corporate	adj	1	wordlist-1
correct	adj	2	wordlist-1,wordlist-3
correctly	adv	1	wordlist-3
correlate	v	1	wordlist-2
correlation	n	1	wordlist-2
corridor	n	2	wordlist-1,wordlist-2
corroborate	v	1	wordlist-2
corrode	v	2	wordlist-1,wordlist-2
corrosion	n	1	wordlist-2
corrosive	adj	1	wordlist-2
corrupt	adj	2	wordlist-1,wordlist-2
corruption	n	2	wordlist-1,wordlist-2
cosmetic	adj	1	wordlist-1
cosmetic	n	1	wordlist-1
cosmetics	n	1	wordlist-2
cosmic	adj	1	wordlist-3
cost	n	1	wordlist-1
costume	n	2	wordlist-1,wordlist-2
cosy	adj	1	wordlist-1
cottage	n	1	wordlist-2
cotton	n	2	wordlist-1,wordlist-3
cough	n	1	wordlist-1
cough	v	2	wordlist-1,wordlist-3
could	modal	1	wordlist-3
counseling	n	1	wordlist-2
counselling	n	1	wordlist-1
count	v	1	wordlist-2
count on	phrv	1	wordlist-3
counter	n	1	wordlist-1
counter-	prefix	2	wordlist-1,wordlist-2
counterfeit	adj	1	wordlist-2
counterfeit	v	1	wordlist-2
counterpart	n	1	wordlist-2
countertop	n	1	wordlist-2
courage	n	2	wordlist-1,wordlist-2
course	n	1	wordlist-1
court	n	2	wordlist-1,wordlist-3
courteous	adj	1	wordlist-2
courthouse	n	2	wordlist-1,wordlist-3
courtship	n	1	wordlist-2
courtyard	n	2	wordlist-2,wordlist-3
cove	n	1	wordlist-2
cow	n	1	wordlist-3
coward	n	1	wordlist-2
cowardly	adj	1	wordlist-1
cozy	adj	1	wordlist-2
cpr	n	1	wordlist-3
crab	n	1	wordlist-3
crack	n	2	wordlist-1,wordlist-2
crack	v	2	wordlist-1,wordlist-2
craft	n	1	wordlist-2
cram	v	1	wordlist-2
cramp	n	2	wordlist-2,wordlist-3
cramp	v	1	wordlist-3
cramped	adj	1	wordlist-2
crash	n	3	wordlist-1,wordlist-2,wordlist-3
crash	v	3	wordlist-1,wordlist-2,wordlist-3
crater	n	3	wordlist-1,wordlist-2,wordlist-3
crawl	v	2	wordlist-1,wordlist-2
creak	n	1	wordlist-2
creak	v	1	wordlist-2
cream	n	1	wordlist-1
creamy	adj	3	wordlist-1,wordlist-2,wordlist-3
crease	n	1	wordlist-2
crease	v	1	wordlist-2
creative	adj	1	wordlist-1
creativity	n	1	wordlist-1
credit	n	1	wordlist-1
creek	n	1	wordlist-2
creep	v	1	wordlist-2
cremate	v	2	wordlist-1,wordlist-2
cremation	n	2	wordlist-1,wordlist-2
crematorium	n	1	wordlist-2
cricket	n	1	wordlist-3
crime	n	2	wordlist-1,wordlist-2
criminal	adj	2	wordlist-1,wordlist-2
criminal	n	2	wordlist-1,wordlist-2
crisis	n	1	wordlist-2
crisp	adj	1	wordlist-2
crispy	adj	3	wordlist-1,wordlist-2,wordlist-3
criterion	n	3	wordlist-1,wordlist-2,wordlist-3
critical	adj	3	wordlist-1,wordlist-2,wordlist-3
critically	adv	2	wordlist-2,wordlist-3
criticize	v	1	wordlist-1
crockery	n	2	wordlist-1,wordlist-2
crop	n	3	wordlist-1,wordlist-2,wordlist-3
cross	v	1	wordlist-1
crossing	n	1	wordlist-1
crossroads	n	1	wordlist-2
crosswalk	n	1	wordlist-3
crosswise	adv	1	wordlist-2
crouch	n	1	wordlist-2
crouch	v	1	wordlist-2
crowded	adj	1	wordlist-1
crucial	adj	2	wordlist-2,wordlist-3
crucially	adv	1	wordlist-3
crude	adj	1	wordlist-2
cruel	adj	1	wordlist-1
cruelty	n	1	wordlist-1
cruise	n	2	wordlist-1,wordlist-2
cruise	v	2	wordlist-1,wordlist-2
crunchy	adj	1	wordlist-2
crush	n	1	wordlist-2
crush	v	2	wordlist-1,wordlist-2
crust	n	1	wordlist-2
crutch	n	3	wordlist-1,wordlist-2,wordlist-3
crystal	n	2	wordlist-1,wordlist-2
crystalline	adj	1	wordlist-2
crystallize	v	1	wordlist-2
cub	n	1	wordlist-2
cuff	n	1	wordlist-1
cuisine	n	2	wordlist-1,wordlist-3
cul-de-sac	n	1	wordlist-3
culminate	v	1	wordlist-2
culminate in	phrv	1	wordlist-2
culmination	n	1	wordlist-2
cultivate	v	3	wordlist-1,wordlist-2,wordlist-3
cultivation	n	2	wordlist-1,wordlist-2
cumbersome	adj	2	wordlist-2,wordlist-3
cumbersomely	adv	1	wordlist-3
cunning	adj	1	wordlist-2
cupboard	n	2	wordlist-1,wordlist-2
curator	n	1	wordlist-2
curb	n	1	wordlist-2
curb	v	1	wordlist-2
cure	n	1	wordlist-1
cure	v	1	wordlist-1
curiosity	n	2	wordlist-1,wordlist-2
curious	adj	3	wordlist-1,wordlist-2,wordlist-3
curiously	adv	2	wordlist-2,wordlist-3
currency	n	1	wordlist-1
current	adj	3	wordlist-1,wordlist-2,wordlist-3
current	n	1	wordlist-2
currently	adv	3	wordlist-1,wordlist-2,wordlist-3
curriculum	n	2	wordlist-1,wordlist-2
curriculum vitae	n	1	wordlist-2
cursor	n	1	wordlist-3
curtain	n	2	wordlist-1,wordlist-2
curve	n	1	wordlist-2
curve	v	1	wordlist-2
curved	adj	1	wordlist-2
cushion	n	2	wordlist-1,wordlist-2
custody	n	1	wordlist-2
custom	n	1	wordlist-1
customarily	adv	1	wordlist-3
customary	adj	2	wordlist-2,wordlist-3
customer	n	1	wordlist-1
customs	n	2	wordlist-1,wordlist-2
cut back	phrv	1	wordlist-1
cut down	phrv	1	wordlist-3
cut off	phrv	1	wordlist-3
cut up	phrv	1	wordlist-3
cutlery	n	3	wordlist-1,wordlist-2,wordlist-3
cutting board	n	1	wordlist-2
cv	abbr	2	wordlist-2,wordlist-3
cycle	v	1	wordlist-1
cycling	n	1	wordlist-2
cyclist	n	2	wordlist-1,wordlist-2
cyclone	n	3	wordlist-1,wordlist-2,wordlist-3
cylinder	n	1	wordlist-2
cylindrical	adj	1	wordlist-2
cynic	n	1	wordlist-2
cynical	adj	1	wordlist-2
cyst	n	1	wordlist-3
daily	adj	2	wordlist-1,wordlist-2
daily	adv	1	wordlist-2
dairy	adj	1	wordlist-2
dairy	n	3	wordlist-1,wordlist-2,wordlist-3
dairy-free	adj	1	wordlist-1
dam	n	1	wordlist-3
damage	n	1	wordlist-1
damage	v	1	wordlist-1
damaged	adj	1	wordlist-1
damp	adj	3	wordlist-1,wordlist-2,wordlist-3
damp	n	1	wordlist-1
dampen	v	1	wordlist-2
dance	n	1	wordlist-3
dance	v	1	wordlist-3
dancer	n	1	wordlist-3
dangerous	adj	1	wordlist-1
dare	modal	2	wordlist-2,wordlist-3
dare	v	1	wordlist-2
dark	adj	1	wordlist-1
darken	v	2	wordlist-1,wordlist-3
darts	n	1	wordlist-2
dash	n	1	wordlist-2
dash	v	1	wordlist-2
dashboard	n	1	wordlist-1
data	n	3	wordlist-1,wordlist-2,wordlist-3
database	n	2	wordlist-1,wordlist-3
dawn	n	1	wordlist-2
daybreak	n	1	wordlist-3
daycare	n	1	wordlist-1
dazzle	v	1	wordlist-2
de-	prefix	2	wordlist-1,wordlist-2
dead end	n	1	wordlist-3
deadbolt	n	1	wordlist-2
deadline	n	1	wordlist-2
deaf	adj	1	wordlist-1
deafening	adj	1	wordlist-2
deal	n	1	wordlist-1
deal with	phrv	2	wordlist-1,wordlist-3
dealer	n	1	wordlist-1
death	n	1	wordlist-1
debate	n	2	wordlist-1,wordlist-2
debate	v	2	wordlist-1,wordlist-2
debt	n	1	wordlist-1
decade	n	1	wordlist-2
decay	n	1	wordlist-2
decay	v	1	wordlist-2
deceased	adj	1	wordlist-2
deceitful	adj	1	wordlist-2
deceive	v	1	wordlist-3
decent	adj	1	wordlist-2
decently	adv	1	wordlist-2
deception	n	1	wordlist-3
deciduous	adj	1	wordlist-2
decision	n	1	wordlist-1
decision	v	1	wordlist-1
deck	n	1	wordlist-2
declare	v	1	wordlist-1
decline	n	2	wordlist-1,wordlist-2
decline	v	2	wordlist-1,wordlist-2
declutter	v	1	wordlist-2
decompose	v	1	wordlist-2
decomposition	n	1	wordlist-2
decorate	v	1	wordlist-1
decrease	n	1	wordlist-3
decrement	n	1	wordlist-3
decrypt	v	1	wordlist-3
deduce	v	2	wordlist-2,wordlist-3
deduct	v	1	wordlist-2
deductible	adj	1	wordlist-2
deduction	n	1	wordlist-2
deeply	adv	1	wordlist-1
deer	n	1	wordlist-3
default	n	1	wordlist-2
default	v	1	wordlist-2
defence	n	1	wordlist-1
defend	v	1	wordlist-1
defendant	n	1	wordlist-2
defensive	adj	1	wordlist-2
defiant	adj	1	wordlist-2
defibrillator	n	1	wordlist-3
deficiency	n	1	wordlist-2
deficit	n	2	wordlist-2,wordlist-3
