word	pos	band_median	votes	by_role
bird	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
birth	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
birthday	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
bit	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
bite	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bite	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bitter	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bizarre	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
black	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
blade	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
blame	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
blame	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bland	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
blanket	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
blazer	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
bleach	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
bleed	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
blend	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
blender	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
bless you	phr	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
blind	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
blizzard	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
block	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
blonde	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
blood	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
bloom	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
bloom	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
blossom	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
blow	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
blue	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
blunt	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
blvd	abbr	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
board	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
board	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
board game	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
boat	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
body	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
boil	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bold	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bomb	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bone	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
bonus	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
book	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
boot	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bore	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
bored	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
born	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
borrow	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
boss	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
both	conj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
both	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
both	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
bottle	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
bottom	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
boulevard	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
boutique	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
bowl	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
box	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
boy	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
bra	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bracelet	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
brain	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
brake	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
brake	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
branch	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
brave	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bravo	interj	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
bread	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
break	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
break	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
break down	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
break in	phrv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
break out	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
break up	phrv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
breakfast	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
breath	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
breathe	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
breed	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
breed	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
breeze	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bridge	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
brief	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
briefcase	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
briefly	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
briefs	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
bright	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
brighten	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
bring	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
bring about	phrv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bring back	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bring in	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bring up	phrv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
bring up	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
broad	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
broom	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
broth	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
brother	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
brother-in-law	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
brown	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
browse	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
browser	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bruise	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
bruise	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
brush	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
brush	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
bucket	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
buffet	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
bug	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
build	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
building	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
bulk	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bull	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
burn	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
burn	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
burn down	phrv	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
bury	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
bus	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
bush	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
business	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
bustling	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
busy	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
but	conj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
but	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
butcher	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
butter	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
button	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
button	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
buy	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
buyer	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
buzz	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
buzz	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
by	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
by the way	phr	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
bye	interj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
cabinet	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cable	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cake	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
calculate	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
calendar	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
calf	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
call	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
call off	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
call up	phrv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
calm	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
calm	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
calm	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
calm down	phrv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
calorie	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
camera	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
campaign	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
campaign	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
can	modal	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
canal	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
cancer	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
candidate	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
candy	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
canyon	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
capacity	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
capital	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
capsule	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
car	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
car park	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
carbohydrate	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
card	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
cardigan	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
care	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
care	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
care for	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
career	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
careful	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
carefully	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
careless	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
carpet	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
carriage	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
carry	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
carry on	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
carry out	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cartoon	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
case	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
cash	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
casserole	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
cast	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
casual	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
cat	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
catch	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
catch	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
catch up	phrv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
categorize	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
category	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
cater	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
cattle	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
cause	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
cause	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
cave	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
ceasefire	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
ceiling	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
celebrate	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cell	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cemetery	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
center	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
central	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
centre	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
century	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
ceo	abbr	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
cereal	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
ceremony	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
certain	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
certainly	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
chain	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
chair	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
challenging	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
championship	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
chance	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
change	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
change	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
chapter	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
character	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
charge	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
charge	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
charger	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
charity	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
charm	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
cheap	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
check	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
check	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
check in	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
check out	phrv	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
checked	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
checkpoint	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
checkup	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
cheer up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cheerful	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cheers	interj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cheese	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
chemical	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
chemical	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cheque	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
chest	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
chew	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
chicken	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
child	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
chimney	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
choice	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
choose	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
chop	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
chronic	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
church	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
cinema	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
circle	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
circuit	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
circumstance	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
citation	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
cite	v	3	3	wordlist-1=4,wordlist-2=2,wordlist-3=3
citizen	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
city	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
civic	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
civil	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
claim	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
claim	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
clarify	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
class	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
classification	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
classify	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
classmate	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
claw	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
clay	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
clean	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
clean	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
clean	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
clean up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
clear	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
clear	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
clear up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
clearly	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
clever	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
client	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
cliff	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
climate	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
climb	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
clinic	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
clock	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
close	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
close	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
close	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
closed	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
closely	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
closet	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cloth	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
clothes	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
cloud	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
cloud over	phrv	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
club	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
clutch	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
clutch	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
cm	abbr	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
co	abbr	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
co-	prefix	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
coach	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
coalition	n	3	3	wordlist-1=4,wordlist-2=2,wordlist-3=3
coast	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
coastal	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
coat	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
code	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
code	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
coffee	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
cognition	n	4	3	wordlist-1=5,wordlist-2=4,wordlist-3=4
cognitive	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
coin	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
cold	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
cold	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
coldness	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
collar	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
colleague	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
collect	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
college	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
collision	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
color	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
color	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
colour	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
colour	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
comb	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
comb	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
come	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
come across	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
come along	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
come back	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
come from	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
come in	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
come on	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
come out	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
come over	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
come up with	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
comfort	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
comfort	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
comfortable	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
comic	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
commerce	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
commercial	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
commission	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
common	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=3
commonly	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=1
communicate	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
community	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
commute	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
commute	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
commuter	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
compact	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
companion	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
company	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
compare	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
comparison	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
compatible	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
compete	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
competence	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
competition	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=3
complete	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
completely	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
complex	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
complexion	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
compost	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
compost	v	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
comprehend	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
compress	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=1
computer	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=3
conceive	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
concept	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
concern	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
concerning	prep	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
concert	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
conclude	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
conclusion	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
condense	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
condiment	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
condition	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
condition	v	2	3	wordlist-1=2,wordlist-2=3,wordlist-3=2
conditioner	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
conduct	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
confidence	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
confident	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
conflict	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
confuse	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
