word	pos	votes	roles
take off	phrv	3	wordlist-1,wordlist-2,wordlist-3
take over	phrv	2	wordlist-2,wordlist-3
take place	phrv	1	wordlist-2
take up	phrv	2	wordlist-1,wordlist-2
talent	n	2	wordlist-2,wordlist-3
talk	n	2	wordlist-1,wordlist-2
talk	v	3	wordlist-1,wordlist-2,wordlist-3
talk to	phrv	1	wordlist-3
tall	adj	3	wordlist-1,wordlist-2,wordlist-3
tame	adj	2	wordlist-2,wordlist-3
tame	v	1	wordlist-2
tap	n	1	wordlist-1
task	n	1	wordlist-2
taste	n	3	wordlist-1,wordlist-2,wordlist-3
taste	v	3	wordlist-1,wordlist-2,wordlist-3
tax	n	3	wordlist-1,wordlist-2,wordlist-3
tax	v	2	wordlist-1,wordlist-2
taxi	n	2	wordlist-1,wordlist-3
tea	n	2	wordlist-1,wordlist-3
teach	v	3	wordlist-1,wordlist-2,wordlist-3
teacher	n	2	wordlist-1,wordlist-2
team	n	3	wordlist-1,wordlist-2,wordlist-3
tear	n	3	wordlist-1,wordlist-2,wordlist-3
tear	v	3	wordlist-1,wordlist-2,wordlist-3
tear down	phrv	1	wordlist-2
technology	n	1	wordlist-1
teenager	n	1	wordlist-2
tel.	abbr	2	wordlist-1,wordlist-2
tele-	comb	2	wordlist-1,wordlist-2
telephone	n	1	wordlist-1
television	n	2	wordlist-1,wordlist-2
tell	v	3	wordlist-1,wordlist-2,wordlist-3
temp	abbr	1	wordlist-3
temper	n	2	wordlist-2,wordlist-3
temperature	n	3	wordlist-1,wordlist-2,wordlist-3
temple	n	2	wordlist-2,wordlist-3
temporary	adj	1	wordlist-3
ten	num	3	wordlist-1,wordlist-2,wordlist-3
tense	n	1	wordlist-1
term	n	1	wordlist-2
terrible	adj	1	wordlist-2
terribly	adv	1	wordlist-2
test	n	2	wordlist-1,wordlist-2
test	v	2	wordlist-1,wordlist-2
text	n	2	wordlist-1,wordlist-2
texture	n	1	wordlist-3
than	conj	3	wordlist-1,wordlist-2,wordlist-3
than	prep	1	wordlist-1
thank you	phr	3	wordlist-1,wordlist-2,wordlist-3
thankful	adj	2	wordlist-1,wordlist-3
thanks	interj	1	wordlist-2
thanks	n	1	wordlist-2
that	conj	3	wordlist-1,wordlist-2,wordlist-3
that	det	3	wordlist-1,wordlist-2,wordlist-3
that	pron	3	wordlist-1,wordlist-2,wordlist-3
the	det	3	wordlist-1,wordlist-2,wordlist-3
theater	n	1	wordlist-3
theatre	n	1	wordlist-2
theft	n	1	wordlist-3
their	det	2	wordlist-1,wordlist-3
theirs	pron	1	wordlist-1
them	pron	2	wordlist-1,wordlist-3
themselves	pron	1	wordlist-3
then	adv	3	wordlist-1,wordlist-2,wordlist-3
theory	n	2	wordlist-1,wordlist-2
there	adv	3	wordlist-1,wordlist-2,wordlist-3
therefore	adv	2	wordlist-1,wordlist-2
these	det	1	wordlist-3
these	pron	1	wordlist-3
they	pron	3	wordlist-1,wordlist-2,wordlist-3
thick	adj	3	wordlist-1,wordlist-2,wordlist-3
thicken	v	1	wordlist-3
thickness	n	1	wordlist-3
thief	n	1	wordlist-2
thin	adj	3	wordlist-1,wordlist-2,wordlist-3
thin	v	1	wordlist-3
thing	n	3	wordlist-1,wordlist-2,wordlist-3
think	v	3	wordlist-1,wordlist-2,wordlist-3
think about	phrv	1	wordlist-3
think of	phrv	1	wordlist-3
thinness	n	1	wordlist-3
third	adj	3	wordlist-1,wordlist-2,wordlist-3
third	num	1	wordlist-3
thirsty	adj	2	wordlist-1,wordlist-3
this	det	3	wordlist-1,wordlist-2,wordlist-3
this	pron	3	wordlist-1,wordlist-2,wordlist-3
those	det	1	wordlist-3
those	pron	1	wordlist-3
though	conj	3	wordlist-1,wordlist-2,wordlist-3
thought	n	3	wordlist-1,wordlist-2,wordlist-3
thousand	num	3	wordlist-1,wordlist-2,wordlist-3
threat	n	1	wordlist-2
threaten	v	1	wordlist-2
three	num	3	wordlist-1,wordlist-2,wordlist-3
throat	n	1	wordlist-1
through	adv	2	wordlist-1,wordlist-2
through	prep	3	wordlist-1,wordlist-2,wordlist-3
throughout	prep	3	wordlist-1,wordlist-2,wordlist-3
throw	n	1	wordlist-2
throw	v	3	wordlist-1,wordlist-2,wordlist-3
throw away	phrv	3	wordlist-1,wordlist-2,wordlist-3
thunder	n	1	wordlist-2
thus	adv	1	wordlist-2
ticket	n	2	wordlist-1,wordlist-2
tidy	adj	2	wordlist-2,wordlist-3
tidy	v	2	wordlist-1,wordlist-2
tie	n	2	wordlist-2,wordlist-3
tie	v	3	wordlist-1,wordlist-2,wordlist-3
tight	adj	3	wordlist-1,wordlist-2,wordlist-3
time	n	3	wordlist-1,wordlist-2,wordlist-3
times	n	1	wordlist-3
tip	n	2	wordlist-1,wordlist-2
tip	v	1	wordlist-2
tire	v	1	wordlist-2
tired	adj	3	wordlist-1,wordlist-2,wordlist-3
tissue	n	1	wordlist-3
title	n	2	wordlist-1,wordlist-2
to	prep	3	wordlist-1,wordlist-2,wordlist-3
today	adv	3	wordlist-1,wordlist-2,wordlist-3
today	n	2	wordlist-1,wordlist-2
toe	n	2	wordlist-1,wordlist-2
together	adj	1	wordlist-1
together	adv	3	wordlist-1,wordlist-2,wordlist-3
toilet	n	2	wordlist-1,wordlist-2
tomorrow	adv	3	wordlist-1,wordlist-2,wordlist-3
tomorrow	n	2	wordlist-1,wordlist-2
tone	n	2	wordlist-2,wordlist-3
tongue	n	3	wordlist-1,wordlist-2,wordlist-3
too	adv	3	wordlist-1,wordlist-2,wordlist-3
tool	n	1	wordlist-1
tooth	n	3	wordlist-1,wordlist-2,wordlist-3
toothbrush	n	2	wordlist-1,wordlist-3
toothpaste	n	2	wordlist-1,wordlist-3
top	adj	1	wordlist-2
top	n	3	wordlist-1,wordlist-2,wordlist-3
topic	n	1	wordlist-3
total	adj	3	wordlist-1,wordlist-2,wordlist-3
total	n	3	wordlist-1,wordlist-2,wordlist-3
totally	adv	1	wordlist-2
touch	n	2	wordlist-2,wordlist-3
touch	v	3	wordlist-1,wordlist-2,wordlist-3
tough	adj	1	wordlist-3
tour	n	2	wordlist-2,wordlist-3
toward	prep	3	wordlist-1,wordlist-2,wordlist-3
towards	prep	2	wordlist-2,wordlist-3
towel	n	3	wordlist-1,wordlist-2,wordlist-3
tower	n	1	wordlist-3
town	n	2	wordlist-1,wordlist-3
toy	n	3	wordlist-1,wordlist-2,wordlist-3
track	n	3	wordlist-1,wordlist-2,wordlist-3
trade	n	2	wordlist-1,wordlist-2
trade	v	2	wordlist-1,wordlist-2
traffic	n	3	wordlist-1,wordlist-2,wordlist-3
train	n	3	wordlist-1,wordlist-2,wordlist-3
train	v	2	wordlist-1,wordlist-2
training	n	1	wordlist-2
trans-	prefix	2	wordlist-1,wordlist-2
translate	v	1	wordlist-1
transport	n	3	wordlist-1,wordlist-2,wordlist-3
transport	v	3	wordlist-1,wordlist-2,wordlist-3
trap	n	1	wordlist-2
trap	v	1	wordlist-2
travel	n	3	wordlist-1,wordlist-2,wordlist-3
travel	v	3	wordlist-1,wordlist-2,wordlist-3
treat	v	3	wordlist-1,wordlist-2,wordlist-3
treatment	n	3	wordlist-1,wordlist-2,wordlist-3
treaty	n	2	wordlist-2,wordlist-3
tree	n	3	wordlist-1,wordlist-2,wordlist-3
trial	n	2	wordlist-1,wordlist-3
trick	n	1	wordlist-3
trip	n	3	wordlist-1,wordlist-2,wordlist-3
trouble	n	1	wordlist-3
trousers	n	1	wordlist-2
truck	n	1	wordlist-3
true	adj	3	wordlist-1,wordlist-2,wordlist-3
truly	adv	1	wordlist-2
trust	n	3	wordlist-1,wordlist-2,wordlist-3
trust	v	3	wordlist-1,wordlist-2,wordlist-3
truth	n	3	wordlist-1,wordlist-2,wordlist-3
try	n	1	wordlist-1
try	v	3	wordlist-1,wordlist-2,wordlist-3
try on	phrv	2	wordlist-1,wordlist-3
tumor	n	1	wordlist-3
tune	n	2	wordlist-1,wordlist-3
tunnel	n	1	wordlist-3
turn	n	2	wordlist-1,wordlist-2
turn	v	3	wordlist-1,wordlist-2,wordlist-3
turn down	phrv	1	wordlist-1
turn into	phrv	1	wordlist-2
turn off	phrv	3	wordlist-1,wordlist-2,wordlist-3
turn on	phrv	3	wordlist-1,wordlist-2,wordlist-3
turn over	phrv	1	wordlist-3
turn up	phrv	1	wordlist-1
tv	abbr	2	wordlist-1,wordlist-2
twice	adv	3	wordlist-1,wordlist-2,wordlist-3
twin	n	1	wordlist-2
twist	n	1	wordlist-2
twist	v	1	wordlist-2
two	num	3	wordlist-1,wordlist-2,wordlist-3
type	n	3	wordlist-1,wordlist-2,wordlist-3
typical	adj	1	wordlist-2
ugh	interj	1	wordlist-1
ugly	adj	3	wordlist-1,wordlist-2,wordlist-3
uh	interj	2	wordlist-1,wordlist-3
um	interj	2	wordlist-1,wordlist-3
umbrella	n	2	wordlist-2,wordlist-3
un-	prefix	2	wordlist-1,wordlist-2
unable	adj	2	wordlist-1,wordlist-2
uncle	n	3	wordlist-1,wordlist-2,wordlist-3
under	adv	3	wordlist-1,wordlist-2,wordlist-3
under	prep	3	wordlist-1,wordlist-2,wordlist-3
under-	prefix	2	wordlist-1,wordlist-2
understand	v	3	wordlist-1,wordlist-2,wordlist-3
underwear	n	1	wordlist-1
unfair	adj	1	wordlist-1
unfortunately	adv	1	wordlist-3
unfriendly	adj	2	wordlist-1,wordlist-2
uniform	n	1	wordlist-1
unit	n	2	wordlist-1,wordlist-2
university	n	1	wordlist-2
unless	conj	3	wordlist-1,wordlist-2,wordlist-3
unlikely	adj	1	wordlist-2
unlock	v	1	wordlist-1
unpack	v	2	wordlist-1,wordlist-3
unpaid	adj	1	wordlist-1
untie	v	1	wordlist-1
until	conj	3	wordlist-1,wordlist-2,wordlist-3
until	prep	3	wordlist-1,wordlist-2,wordlist-3
up	adv	3	wordlist-1,wordlist-2,wordlist-3
up	prep	3	wordlist-1,wordlist-2,wordlist-3
upload	n	1	wordlist-1
upload	v	1	wordlist-1
upon	prep	2	wordlist-2,wordlist-3
upset	adj	3	wordlist-1,wordlist-2,wordlist-3
upset	v	2	wordlist-2,wordlist-3
upstairs	adv	1	wordlist-2
urine	n	1	wordlist-3
us	pron	2	wordlist-1,wordlist-3
use	n	2	wordlist-1,wordlist-2
use	v	2	wordlist-1,wordlist-2
use up	phrv	2	wordlist-2,wordlist-3
used	adj	1	wordlist-2
used to	modal	1	wordlist-2
useful	adj	2	wordlist-1,wordlist-2
useless	adj	1	wordlist-2
user	n	1	wordlist-1
usual	adj	3	wordlist-1,wordlist-2,wordlist-3
usually	adv	3	wordlist-1,wordlist-2,wordlist-3
vaccine	n	1	wordlist-3
valley	n	2	wordlist-1,wordlist-2
value	n	3	wordlist-1,wordlist-2,wordlist-3
value	v	1	wordlist-2
vegetable	n	3	wordlist-1,wordlist-2,wordlist-3
vehicle	n	3	wordlist-1,wordlist-2,wordlist-3
vein	n	1	wordlist-3
verb	n	1	wordlist-1
versus	prep	1	wordlist-3
very	adv	3	wordlist-1,wordlist-2,wordlist-3
via	prep	2	wordlist-1,wordlist-3
victim	n	1	wordlist-2
video	n	1	wordlist-2
view	n	2	wordlist-2,wordlist-3
village	n	1	wordlist-3
vine	n	1	wordlist-3
violence	n	3	wordlist-1,wordlist-2,wordlist-3
violent	adj	3	wordlist-1,wordlist-2,wordlist-3
virus	n	1	wordlist-3
visible	adj	1	wordlist-3
visit	n	2	wordlist-2,wordlist-3
visit	v	3	wordlist-1,wordlist-2,wordlist-3
voice	n	3	wordlist-1,wordlist-2,wordlist-3
vol	abbr	1	wordlist-3
volume	n	2	wordlist-1,wordlist-3
vomit	v	1	wordlist-1
vote	n	3	wordlist-1,wordlist-2,wordlist-3
vote	v	3	wordlist-1,wordlist-2,wordlist-3
voyage	n	1	wordlist-3
vs	abbr	1	wordlist-3
vs.	abbr	2	wordlist-1,wordlist-2
wage	n	2	wordlist-1,wordlist-2
wait	v	1	wordlist-3
wait for	phrv	2	wordlist-1,wordlist-3
wake	v	3	wordlist-1,wordlist-2,wordlist-3
wake up	phrv	3	wordlist-1,wordlist-2,wordlist-3
walk	n	3	wordlist-1,wordlist-2,wordlist-3
walk	v	3	wordlist-1,wordlist-2,wordlist-3
wall	n	3	wordlist-1,wordlist-2,wordlist-3
wallet	n	3	wordlist-1,wordlist-2,wordlist-3
want	v	3	wordlist-1,wordlist-2,wordlist-3
war	n	3	wordlist-1,wordlist-2,wordlist-3
warm	adj	3	wordlist-1,wordlist-2,wordlist-3
warm	v	2	wordlist-2,wordlist-3
warn	v	2	wordlist-2,wordlist-3
warning	n	2	wordlist-2,wordlist-3
wash	n	2	wordlist-1,wordlist-2
wash	v	3	wordlist-1,wordlist-2,wordlist-3
wash up	phrv	1	wordlist-3
washing machine	n	1	wordlist-1
waste	n	2	wordlist-1,wordlist-2
waste	v	1	wordlist-2
watch	n	3	wordlist-1,wordlist-2,wordlist-3
watch	v	3	wordlist-1,wordlist-2,wordlist-3
watch out	phrv	2	wordlist-2,wordlist-3
water	n	3	wordlist-1,wordlist-2,wordlist-3
water	v	2	wordlist-1,wordlist-3
waterfall	n	1	wordlist-1
wave	n	2	wordlist-1,wordlist-2
wave	v	1	wordlist-1
wax	n	2	wordlist-2,wordlist-3
way	n	3	wordlist-1,wordlist-2,wordlist-3
we	pron	3	wordlist-1,wordlist-2,wordlist-3
weak	adj	3	wordlist-1,wordlist-2,wordlist-3
weaken	v	1	wordlist-3
weakness	n	3	wordlist-1,wordlist-2,wordlist-3
wealth	n	1	wordlist-2
wealthy	adj	1	wordlist-2
weapon	n	2	wordlist-1,wordlist-2
wear	v	3	wordlist-1,wordlist-2,wordlist-3
weather	n	2	wordlist-1,wordlist-2
web	n	1	wordlist-1
website	n	1	wordlist-1
wedding	n	2	wordlist-2,wordlist-3
weed	n	2	wordlist-2,wordlist-3
weed	v	2	wordlist-2,wordlist-3
week	n	3	wordlist-1,wordlist-2,wordlist-3
weekend	n	2	wordlist-1,wordlist-3
weekly	adj	2	wordlist-2,wordlist-3
weekly	adv	1	wordlist-2
weigh	v	3	wordlist-1,wordlist-2,wordlist-3
weight	n	3	wordlist-1,wordlist-2,wordlist-3
welcome	interj	3	wordlist-1,wordlist-2,wordlist-3
welcome	n	1	wordlist-2
well	adj	2	wordlist-1,wordlist-3
well	adv	3	wordlist-1,wordlist-2,wordlist-3
well	interj	2	wordlist-2,wordlist-3
wet	adj	3	wordlist-1,wordlist-2,wordlist-3
wet	v	1	wordlist-3
wetness	n	1	wordlist-3
what	det	3	wordlist-1,wordlist-2,wordlist-3
what	pron	3	wordlist-1,wordlist-2,wordlist-3
whatever	det	1	wordlist-2
whatever	pron	1	wordlist-2
wheat	n	2	wordlist-2,wordlist-3
wheel	n	3	wordlist-1,wordlist-2,wordlist-3
wheelchair	n	2	wordlist-1,wordlist-3
when	adv	3	wordlist-1,wordlist-2,wordlist-3
when	conj	3	wordlist-1,wordlist-2,wordlist-3
where	adv	3	wordlist-1,wordlist-2,wordlist-3
where	conj	3	wordlist-1,wordlist-2,wordlist-3
whereas	conj	3	wordlist-1,wordlist-2,wordlist-3
whether	conj	3	wordlist-1,wordlist-2,wordlist-3
which	det	3	wordlist-1,wordlist-2,wordlist-3
which	pron	3	wordlist-1,wordlist-2,wordlist-3
while	conj	3	wordlist-1,wordlist-2,wordlist-3
whisper	n	1	wordlist-2
whisper	v	2	wordlist-2,wordlist-3
white	adj	2	wordlist-2,wordlist-3
who	pron	3	wordlist-1,wordlist-2,wordlist-3
whole	adj	3	wordlist-1,wordlist-2,wordlist-3
whole	n	2	wordlist-1,wordlist-2
whom	pron	3	wordlist-1,wordlist-2,wordlist-3
whoops	interj	1	wordlist-3
whose	det	3	wordlist-1,wordlist-2,wordlist-3
whose	pron	3	wordlist-1,wordlist-2,wordlist-3
why	adv	3	wordlist-1,wordlist-2,wordlist-3
wide	adj	3	wordlist-1,wordlist-2,wordlist-3
widely	adv	1	wordlist-2
widow	n	1	wordlist-3
widower	n	1	wordlist-3
width	n	3	wordlist-1,wordlist-2,wordlist-3
wife	n	3	wordlist-1,wordlist-2,wordlist-3
wild	adj	3	wordlist-1,wordlist-2,wordlist-3
will	modal	3	wordlist-1,wordlist-2,wordlist-3
win	n	1	wordlist-1
win	v	3	wordlist-1,wordlist-2,wordlist-3
wind	n	2	wordlist-1,wordlist-2
wind	v	1	wordlist-1
window	n	2	wordlist-1,wordlist-2
wine	n	2	wordlist-1,wordlist-3
wing	n	2	wordlist-2,wordlist-3
winner	n	1	wordlist-1
winter	n	3	wordlist-1,wordlist-2,wordlist-3
wipe	n	1	wordlist-2
wipe	v	2	wordlist-1,wordlist-2
wire	n	2	wordlist-1,wordlist-2
wisdom	n	1	wordlist-3
wise	adj	3	wordlist-1,wordlist-2,wordlist-3
wish	n	2	wordlist-2,wordlist-3
wish	v	2	wordlist-2,wordlist-3
with	prep	3	wordlist-1,wordlist-2,wordlist-3
within	prep	3	wordlist-1,wordlist-2,wordlist-3
without	prep	3	wordlist-1,wordlist-2,wordlist-3
witness	n	1	wordlist-3
woman	n	3	wordlist-1,wordlist-2,wordlist-3
wonder	v	1	wordlist-3
wonderful	adj	1	wordlist-2
wonderfully	adv	1	wordlist-2
wood	n	3	wordlist-1,wordlist-2,wordlist-3
wool	n	2	wordlist-2,wordlist-3
word	n	2	wordlist-1,wordlist-2
work	n	3	wordlist-1,wordlist-2,wordlist-3
work	v	3	wordlist-1,wordlist-2,wordlist-3
work out	phrv	3	wordlist-1,wordlist-2,wordlist-3
worker	n	2	wordlist-1,wordlist-2
world	n	2	wordlist-1,wordlist-2
worm	n	2	wordlist-2,wordlist-3
worn	adj	1	wordlist-3
worried	adj	1	wordlist-1
worry	n	3	wordlist-1,wordlist-2,wordlist-3
worry	v	3	wordlist-1,wordlist-2,wordlist-3
worth	adj	2	wordlist-1,wordlist-2
would	modal	2	wordlist-2,wordlist-3
wound	n	3	wordlist-1,wordlist-2,wordlist-3
wound	v	2	wordlist-2,wordlist-3
wow	interj	3	wordlist-1,wordlist-2,wordlist-3
wrap	v	2	wordlist-1,wordlist-2
wrinkle	n	1	wordlist-3
write	v	3	wordlist-1,wordlist-2,wordlist-3
write down	phrv	3	wordlist-1,wordlist-2,wordlist-3
writer	n	1	wordlist-1
written	adj	1	wordlist-1
wrong	adj	3	wordlist-1,wordlist-2,wordlist-3
wrongly	adv	1	wordlist-2
yard	n	3	wordlist-1,wordlist-2,wordlist-3
yay	interj	1	wordlist-3
year	n	3	wordlist-1,wordlist-2,wordlist-3
yearly	adj	2	wordlist-2,wordlist-3
yearly	adv	1	wordlist-2
yellow	adj	2	wordlist-2,wordlist-3
yes	adv	2	wordlist-1,wordlist-3
yes	interj	2	wordlist-2,wordlist-3
yesterday	adv	3	wordlist-1,wordlist-2,wordlist-3
yesterday	n	2	wordlist-1,wordlist-2
yet	adv	3	wordlist-1,wordlist-2,wordlist-3
yet	conj	2	wordlist-1,wordlist-3
yield	n	1	wordlist-3
you	pron	3	wordlist-1,wordlist-2,wordlist-3
you are welcome	phr	1	wordlist-2
young	adj	3	wordlist-1,wordlist-2,wordlist-3
your	det	2	wordlist-1,wordlist-3
yours	pron	1	wordlist-1
yourself	pron	1	wordlist-3
youth	n	2	wordlist-2,wordlist-3
yuck	interj	1	wordlist-3
zero	num	2	wordlist-1,wordlist-2
zip	n	3	wordlist-1,wordlist-2,wordlist-3
zip	v	3	wordlist-1,wordlist-2,wordlist-3
