headword	pos	band	source	status	added	note
criminal	n	1	defining	pending	2026-09-16	votes 3
crop	n	1	defining	pending	2026-09-16	votes 2
cross	v	1	defining	pending	2026-09-16	votes 3
crowd	n	1	defining	pending	2026-09-16	votes 2
crowded	adj	1	defining	pending	2026-09-16	votes 1
cruel	adj	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
cruelty	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
crush	v	1	defining	pending	2026-09-16	votes 1
cry	n	1	defining	pending	2026-09-16	votes 1
cup	n	1	defining	pending	2026-09-16	votes 3
cupboard	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
cure	v	1	defining	pending	2026-09-16	votes 3
curious	adj	1	defining	pending	2026-09-16	votes 1
curly	adj	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
current	adj	1	defining	pending	2026-09-16	votes 1; referenced by old-adj
curtain	n	1	defining	pending	2026-09-16	votes 2
curved	adj	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
custom	n	1	defining	pending	2026-09-16	votes 1
customer	n	1	defining	pending	2026-09-16	votes 2
cut	n	1	defining	pending	2026-09-16	votes 3
cut	v	1	defining	pending	2026-09-16	votes 3
cut down	phrv	1	defining	pending	2026-09-16	votes 1
cut off	phrv	1	defining	pending	2026-09-16	votes 2
daily	adj	1	defining	pending	2026-09-16	votes 3
daily	adv	1	defining	pending	2026-09-16	votes 2
damage	n	1	defining	pending	2026-09-16	votes 3
damage	v	1	defining	pending	2026-09-16	votes 2
dance	n	1	defining	pending	2026-09-16	votes 3
dance	v	1	defining	pending	2026-09-16	votes 3
danger	n	1	defining	pending	2026-09-16	votes 2
dangerous	adj	1	defining	pending	2026-09-16	votes 2
dare	modal	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
dark	adj	1	defining	pending	2026-09-16	votes 3
dark	n	1	defining	pending	2026-09-16	votes 2
data	n	1	defining	pending	2026-09-16	votes 2; referenced by information-n
date	n	1	defining	pending	2026-09-16	votes 3
date	v	1	defining	pending	2026-09-16	votes 2
daughter	n	1	defining	pending	2026-09-16	votes 3; referenced by child-n
day	n	1	defining	pending	2026-09-16	votes 3
de-	prefix	4	defining	pending	2026-09-16	votes 2; panel median 4, secondary part of speech
dead	adj	1	defining	pending	2026-09-16	votes 3
deaf	adj	1	defining	pending	2026-09-16	votes 3
deal	n	1	defining	pending	2026-09-16	votes 1
deal with	phrv	1	defining	pending	2026-09-16	votes 2
death	n	1	defining	pending	2026-09-16	votes 3
debate	n	1	defining	pending	2026-09-16	votes 1
debt	n	1	defining	pending	2026-09-16	votes 2
decade	n	1	defining	pending	2026-09-16	votes 2
decay	v	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
decide	v	1	defining	pending	2026-09-16	votes 3
decision	n	1	defining	pending	2026-09-16	votes 3
decrease	n	1	defining	pending	2026-09-16	votes 2
decrease	v	1	defining	pending	2026-09-16	votes 3
deep	adj	1	defining	pending	2026-09-16	votes 3
deeply	adv	1	defining	pending	2026-09-16	votes 2
defend	v	1	defining	pending	2026-09-16	votes 3
defense	n	1	defining	pending	2026-09-16	votes 2
define	v	1	defining	pending	2026-09-16	votes 2
definitely	adv	1	defining	pending	2026-09-16	votes 3
definition	n	1	defining	pending	2026-09-16	votes 2
degree	n	1	defining	pending	2026-09-16	votes 3
delay	n	1	defining	pending	2026-09-16	votes 1
delete	v	1	defining	pending	2026-09-16	votes 1
delicious	adj	1	defining	pending	2026-09-16	votes 1
deliver	v	1	defining	pending	2026-09-16	votes 1
demand	n	1	defining	pending	2026-09-16	votes 1
democracy	n	1	defining	pending	2026-09-16	votes 1
deodorant	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
department	n	1	defining	pending	2026-09-16	votes 1
depend	v	1	defining	pending	2026-09-16	votes 1
depend on	phrv	1	defining	pending	2026-09-16	votes 2
dept.	abbr	4	defining	pending	2026-09-16	votes 2; panel median 4, secondary part of speech
depth	n	1	defining	pending	2026-09-16	votes 3
describe	v	1	defining	pending	2026-09-16	votes 2; referenced by explain-v
description	n	1	defining	pending	2026-09-16	votes 1
desert	n	1	defining	pending	2026-09-16	votes 1
design	n	1	defining	pending	2026-09-16	votes 1
desire	n	1	defining	pending	2026-09-16	votes 3
desire	v	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
desk	n	1	defining	pending	2026-09-16	votes 2
despite	prep	1	defining	pending	2026-09-16	votes 3; referenced by in-spite-of-prep
destroy	v	1	defining	pending	2026-09-16	votes 2; referenced by make-v
destruction	n	1	defining	pending	2026-09-16	votes 1
detail	n	1	defining	pending	2026-09-16	votes 1
develop	v	1	defining	pending	2026-09-16	votes 1; referenced by get-v
development	n	1	defining	pending	2026-09-16	votes 1
device	n	1	defining	pending	2026-09-16	votes 1
diagnose	v	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
dictionary	n	1	defining	pending	2026-09-16	votes 1
die	v	1	defining	pending	2026-09-16	votes 3
difference	n	1	defining	pending	2026-09-16	votes 2
different	adj	1	defining	pending	2026-09-16	votes 3
differently	adv	1	defining	pending	2026-09-16	votes 2
difficult	adj	1	defining	pending	2026-09-16	votes 2
difficulty	n	1	defining	pending	2026-09-16	votes 1
digital	adj	1	defining	pending	2026-09-16	votes 1
dinner	n	1	defining	pending	2026-09-16	votes 3
direct	adj	1	defining	pending	2026-09-16	votes 3
direction	n	1	defining	pending	2026-09-16	votes 2; referenced by way-n
directly	adv	1	defining	pending	2026-09-16	votes 2
dirt	n	1	defining	pending	2026-09-16	votes 3
dirty	adj	1	defining	pending	2026-09-16	votes 3
dis-	prefix	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
disability	n	1	defining	pending	2026-09-16	votes 1
disabled	adj	1	defining	pending	2026-09-16	votes 2
disadvantage	n	1	defining	pending	2026-09-16	votes 1
disagree	v	1	defining	pending	2026-09-16	votes 3
disappear	v	1	defining	pending	2026-09-16	votes 1
disappoint	v	1	defining	pending	2026-09-16	votes 1
disappointed	adj	1	defining	pending	2026-09-16	votes 1
disappointment	n	1	defining	pending	2026-09-16	votes 1
discount	n	1	defining	pending	2026-09-16	votes 2
discover	v	1	defining	pending	2026-09-16	votes 2
discovery	n	1	defining	pending	2026-09-16	votes 1
discuss	v	1	defining	pending	2026-09-16	votes 1; referenced by talk-v
discussion	n	1	defining	pending	2026-09-16	votes 3
disease	n	1	defining	pending	2026-09-16	votes 3
disgust	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
dish	n	1	defining	pending	2026-09-16	votes 3
dishonest	adj	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
dislike	v	1	defining	pending	2026-09-16	votes 1
display	n	1	defining	pending	2026-09-16	votes 1
dissolve	v	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
distance	n	1	defining	pending	2026-09-16	votes 3; referenced by way-n
distant	adj	1	defining	pending	2026-09-16	votes 1
divide	v	1	defining	pending	2026-09-16	votes 1
divorce	n	1	defining	pending	2026-09-16	votes 3
divorce	v	1	defining	pending	2026-09-16	votes 3
divorced	adj	1	defining	pending	2026-09-16	votes 1
do	aux	1	defining	duplicate	2026-09-16	votes 3; covered by the do-v entry (auxiliary or pronoun uses are senses there)
do	v	1	defining	done	2026-09-16	votes 3
doctor	n	1	defining	pending	2026-09-16	votes 3
dog	n	1	defining	pending	2026-09-16	votes 1
domestic	adj	1	defining	pending	2026-09-16	votes 2
door	n	1	defining	pending	2026-09-16	votes 2
dose	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
double	adj	1	defining	pending	2026-09-16	votes 2
doubt	n	1	defining	pending	2026-09-16	votes 3
doubt	v	1	defining	pending	2026-09-16	votes 3
down	adv	1	defining	pending	2026-09-16	votes 3
down	prep	1	defining	pending	2026-09-16	votes 3
download	n	1	defining	pending	2026-09-16	votes 1
downstairs	adv	1	defining	pending	2026-09-16	votes 1
draw	v	1	defining	pending	2026-09-16	votes 3
drawer	n	1	defining	pending	2026-09-16	votes 2
dream	n	1	defining	pending	2026-09-16	votes 3
dream	v	1	defining	pending	2026-09-16	votes 3
dress	n	1	defining	pending	2026-09-16	votes 3
dress	v	1	defining	pending	2026-09-16	votes 3
drill	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
drink	n	1	defining	pending	2026-09-16	votes 2
drink	v	1	defining	pending	2026-09-16	votes 3
drive	n	1	defining	pending	2026-09-16	votes 3
drive	v	1	defining	pending	2026-09-16	votes 3; referenced by run-v
driver	n	1	defining	pending	2026-09-16	votes 3
drop	v	1	defining	pending	2026-09-16	votes 3
drug	n	1	defining	pending	2026-09-16	votes 3
drum	n	1	defining	pending	2026-09-16	votes 1
drunk	adj	1	defining	pending	2026-09-16	votes 1
dry	adj	1	defining	pending	2026-09-16	votes 3
dry	v	1	defining	pending	2026-09-16	votes 3
duck	n	1	defining	pending	2026-09-16	votes 2
dull	adj	1	defining	pending	2026-09-16	votes 2
dumb	adj	1	defining	pending	2026-09-16	votes 2
during	prep	1	defining	pending	2026-09-16	votes 3
dust	n	1	defining	pending	2026-09-16	votes 3
duty	n	1	defining	pending	2026-09-16	votes 3
e.g.	abbr	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
each	det	1	defining	done	2026-09-16	votes 3
each	pron	1	defining	done	2026-09-16	votes 2; referenced by each-det
ear	n	1	defining	pending	2026-09-16	votes 3
early	adj	1	defining	pending	2026-09-16	votes 3
early	adv	1	defining	pending	2026-09-16	votes 3
earn	v	1	defining	pending	2026-09-16	votes 2; referenced by make-v
earth	n	1	defining	pending	2026-09-16	votes 2
easily	adv	1	defining	pending	2026-09-16	votes 3
easy	adj	1	defining	pending	2026-09-16	votes 2
eat	v	1	defining	pending	2026-09-16	votes 3
echo	n	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
economic	adj	1	defining	pending	2026-09-16	votes 1
economy	n	1	defining	pending	2026-09-16	votes 1
edge	n	1	defining	pending	2026-09-16	votes 3
effect	n	1	defining	pending	2026-09-16	votes 3
effective	adj	1	defining	pending	2026-09-16	votes 1
effectively	adv	1	defining	pending	2026-09-16	votes 1
effort	n	1	defining	pending	2026-09-16	votes 1
egg	n	1	defining	pending	2026-09-16	votes 3
eight	num	1	defining	pending	2026-09-16	votes 3
either	det	1	defining	done	2026-09-16	votes 2
either	pron	1	defining	done	2026-09-16	votes 2; referenced by either-det
elderly	adj	1	defining	pending	2026-09-16	votes 1; referenced by old-adj
elect	v	1	defining	pending	2026-09-16	votes 3
election	n	1	defining	pending	2026-09-16	votes 2
electric	adj	1	defining	pending	2026-09-16	votes 1
electricity	n	1	defining	pending	2026-09-16	votes 1
electronic	adj	1	defining	pending	2026-09-16	votes 1
else	adv	1	defining	pending	2026-09-16	votes 1
email	n	1	defining	pending	2026-09-16	votes 1
emergency	n	1	defining	pending	2026-09-16	votes 3
emotion	n	1	defining	pending	2026-09-16	votes 3
emotional	adj	1	defining	pending	2026-09-16	votes 1
employ	v	1	defining	pending	2026-09-16	votes 2
employee	n	1	defining	pending	2026-09-16	votes 3
employer	n	1	defining	pending	2026-09-16	votes 2
empty	adj	1	defining	pending	2026-09-16	votes 3
empty	v	1	defining	pending	2026-09-16	votes 3
en-	prefix	4	defining	pending	2026-09-16	votes 1; panel median 4, secondary part of speech
encourage	v	1	defining	pending	2026-09-16	votes 1
end	n	1	defining	pending	2026-09-16	votes 3
end	v	1	defining	pending	2026-09-16	votes 3
end up	phrv	1	defining	pending	2026-09-16	votes 2
enemy	n	1	defining	pending	2026-09-16	votes 3
energy	n	1	defining	pending	2026-09-16	votes 2
engine	n	1	defining	pending	2026-09-16	votes 3
enjoy	v	1	defining	pending	2026-09-16	votes 3
enjoyment	n	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
enough	adv	1	defining	pending	2026-09-16	votes 3; referenced by enough-det; referenced by enough-pron
enough	det	1	defining	done	2026-09-16	votes 3
enter	v	1	defining	pending	2026-09-16	votes 3
entertain	v	1	defining	pending	2026-09-16	votes 1
entrance	n	1	defining	pending	2026-09-16	votes 1
envy	n	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
envy	v	3	defining	pending	2026-09-16	votes 3; panel median 3, secondary part of speech
equal	adj	1	defining	pending	2026-09-16	votes 3
equality	n	1	defining	pending	2026-09-16	votes 1
equipment	n	1	defining	pending	2026-09-16	votes 1
error	n	1	defining	pending	2026-09-16	votes 2
escape	n	1	defining	pending	2026-09-16	votes 1
especially	adv	1	defining	pending	2026-09-16	votes 3
etc.	abbr	1	defining	pending	2026-09-16	votes 3
even	adv	1	defining	pending	2026-09-16	votes 3
evening	n	1	defining	pending	2026-09-16	votes 3
event	n	1	defining	pending	2026-09-16	votes 2
eventually	adv	1	defining	pending	2026-09-16	votes 1
ever	adv	1	defining	pending	2026-09-16	votes 3
every	det	1	defining	done	2026-09-16	votes 3; referenced by all-det
everybody	pron	1	defining	done	2026-09-16	votes 1; referenced by every-det
everyone	pron	1	defining	done	2026-09-16	votes 1; referenced by every-det
everything	pron	1	defining	done	2026-09-16	votes 1; referenced by thing-n; referenced by every-det
everywhere	adv	1	defining	pending	2026-09-16	votes 2; referenced by every-det
evidence	n	1	defining	pending	2026-09-16	votes 2
ex-	prefix	3	defining	pending	2026-09-16	votes 2; panel median 3, secondary part of speech
exact	adj	1	defining	pending	2026-09-16	votes 1
exactly	adv	1	defining	pending	2026-09-16	votes 3
examine	v	1	defining	pending	2026-09-16	votes 2
example	n	1	defining	pending	2026-09-16	votes 3
except	prep	1	defining	pending	2026-09-16	votes 3
exchange	n	1	defining	pending	2026-09-16	votes 1
excite	v	1	defining	pending	2026-09-16	votes 2
excited	adj	1	defining	pending	2026-09-16	votes 3
excitement	n	1	defining	pending	2026-09-16	votes 2
excuse me	phr	1	defining	pending	2026-09-16	votes 3
exercise	n	1	defining	pending	2026-09-16	votes 2
exercise	v	1	defining	pending	2026-09-16	votes 2
exist	v	1	defining	pending	2026-09-16	votes 2; referenced by be-v
exit	n	1	defining	pending	2026-09-16	votes 1
expand	v	1	defining	pending	2026-09-16	votes 1
expect	v	1	defining	pending	2026-09-16	votes 3
expensive	adj	1	defining	pending	2026-09-16	votes 2
experience	n	1	defining	pending	2026-09-16	votes 2
experiment	n	1	defining	pending	2026-09-16	votes 2
expert	adj	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
explain	v	1	defining	done	2026-09-16	votes 3
explanation	n	1	defining	pending	2026-09-16	votes 2; referenced by explain-v
express	v	1	defining	pending	2026-09-16	votes 1
extremely	adv	1	defining	pending	2026-09-16	votes 1; referenced by very-adv
eye	n	1	defining	pending	2026-09-16	votes 3
fabric	n	1	defining	pending	2026-09-16	votes 1
face	n	1	defining	pending	2026-09-16	votes 3
fact	n	1	defining	pending	2026-09-16	votes 3
factory	n	1	defining	pending	2026-09-16	votes 2
failure	n	1	defining	pending	2026-09-16	votes 2
fair	adj	1	defining	pending	2026-09-16	votes 3
fairly	adv	1	defining	pending	2026-09-16	votes 1
faith	n	1	defining	pending	2026-09-16	votes 1
fall	n	1	defining	pending	2026-09-16	votes 2
fall	v	1	defining	pending	2026-09-16	votes 3
fall down	phrv	1	defining	pending	2026-09-16	votes 2
fall over	phrv	1	defining	pending	2026-09-16	votes 2
false	adj	1	defining	pending	2026-09-16	votes 3
familiar	adj	1	defining	pending	2026-09-16	votes 1; referenced by family-n
family	n	1	defining	done	2026-09-16	votes 3
fan	n	1	defining	pending	2026-09-16	votes 1
far	adj	1	defining	pending	2026-09-16	votes 2
far	adv	1	defining	pending	2026-09-16	votes 3
farm	n	1	defining	pending	2026-09-16	votes 2
farm	v	1	defining	pending	2026-09-16	votes 2
fashion	n	1	defining	pending	2026-09-16	votes 1
fast	adj	1	defining	pending	2026-09-16	votes 3
fast	adv	1	defining	pending	2026-09-16	votes 3; referenced by quickly-adv
fasten	v	3	defining	pending	2026-09-16	votes 1; panel median 3, secondary part of speech
fat	adj	1	defining	pending	2026-09-16	votes 3
fat	n	1	defining	pending	2026-09-16	votes 2
father	n	1	defining	pending	2026-09-16	votes 3
fault	n	1	defining	pending	2026-09-16	votes 2
fear	n	1	defining	pending	2026-09-16	votes 3; referenced by afraid-adj
fear	v	1	defining	pending	2026-09-16	votes 2
feather	n	1	defining	pending	2026-09-16	votes 2
fee	n	1	defining	pending	2026-09-16	votes 2
feed	v	1	defining	pending	2026-09-16	votes 3
feel	v	1	defining	pending	2026-09-16	votes 3
feeling	n	1	defining	pending	2026-09-16	votes 3
female	adj	1	defining	pending	2026-09-16	votes 2
fence	n	1	defining	pending	2026-09-16	votes 1
festival	n	1	defining	pending	2026-09-16	votes 1
fever	n	1	defining	pending	2026-09-16	votes 3
few	det	1	defining	done	2026-09-16	votes 3
field	n	1	defining	pending	2026-09-16	votes 3
fight	n	1	defining	pending	2026-09-16	votes 3
fight	v	1	defining	pending	2026-09-16	votes 3
figure	n	1	defining	pending	2026-09-16	votes 1
figure out	phrv	1	defining	pending	2026-09-16	votes 1
file	n	1	defining	pending	2026-09-16	votes 1
fill	v	1	defining	pending	2026-09-16	votes 3
fill in	phrv	1	defining	pending	2026-09-16	votes 2
fill up	phrv	1	defining	pending	2026-09-16	votes 2
film	n	1	defining	pending	2026-09-16	votes 3
final	adj	1	defining	pending	2026-09-16	votes 2
finally	adv	1	defining	pending	2026-09-16	votes 3
finance	n	1	defining	pending	2026-09-16	votes 1
financial	adj	1	defining	pending	2026-09-16	votes 1
find	v	1	defining	pending	2026-09-16	votes 3
find out	phrv	1	defining	pending	2026-09-16	votes 3; referenced by see-v
fine	adj	1	defining	pending	2026-09-16	votes 1; referenced by good-adj
finger	n	1	defining	pending	2026-09-16	votes 2; referenced by hand-n
fire	n	1	defining	pending	2026-09-16	votes 3
fire	v	1	defining	pending	2026-09-16	votes 2
firm	n	1	defining	pending	2026-09-16	votes 2; referenced by house-n
first	adj	1	defining	pending	2026-09-16	votes 3
first	adv	1	defining	pending	2026-09-16	votes 3
first	num	1	defining	pending	2026-09-16	votes 2; referenced by one-num
fish	n	1	defining	pending	2026-09-16	votes 3
fit	adj	1	defining	pending	2026-09-16	votes 2
fit	v	1	defining	pending	2026-09-16	votes 3; referenced by go-v
five	num	1	defining	pending	2026-09-16	votes 3
fix	v	1	defining	pending	2026-09-16	votes 2
